author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:01/5855,https://openalex.org/A5005626854,Chen Change Loy,Nanyang Technological University,Nanyang Technological University,SG,last_known_institutions_primary,matched_by_orcid
pid:01/6072-6,https://openalex.org/A5135424257,Chen Sun,Sony (China),Sony (China),CN,last_known_institutions_primary,matched_by_orcid
pid:01/6072-7,https://openalex.org/A5039597643,Chen Sun,Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine|Fudan University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/6368-10,https://openalex.org/A5075606222,He Wang,King University,King University|Peking University|Nanjing University of Science and Technology|Beijing Academy of Artificial Intelligence|University College London,US,last_known_institutions_primary,matched_by_orcid
pid:01/6368-2,https://openalex.org/A5050061175,He Wang,Shenyang Aerospace University,Shenyang Aerospace University|Foshan University|Hangzhou Normal University|Northeast Electric Power University|Shanghai Jiao Tong University|Beijing Academy of Artificial Intelligence|Shenzhen Bay Laboratory|Centre for Artificial Intelligence and Robotics|Jilin University of Chemical Technology|The London College|Artificial Intelligence in Medicine (Canada)|Dalian Maritime University|University College London|Carnegie Mellon University|Shandong University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:01/6368-4,https://openalex.org/A5100351701,He Wang,North China University of Science and Technology,North China University of Science and Technology|Henan University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/6368-6,https://openalex.org/A5100351665,He Wang,Southeast University,Southeast University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/6508-3,https://openalex.org/A5101684274,Yuheng Huang,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,US,last_known_institutions_primary,matched_by_orcid
pid:01/66,https://openalex.org/A5037245619,Yung Yi,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology|Subang Jaya Medical Centre,KR,last_known_institutions_primary,matched_by_orcid
pid:01/6659,https://openalex.org/A5071422618,Markus Strohmaier,University of Mannheim,University of Mannheim|GESIS - Leibniz-Institute for the Social Sciences,DE,last_known_institutions_primary,matched_by_orcid
pid:01/6788,https://openalex.org/A5116339285,and Lorenzo Rosasco,Ingegneria dei Sistemi (Italy),Ingegneria dei Sistemi (Italy),IT,last_known_institutions_primary,matched_by_orcid
pid:01/6961-1,https://openalex.org/A5100777770,Hua Wei,University of Shanghai for Science and Technology,University of Shanghai for Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:01/7039-6,https://openalex.org/A5101755644,Zhuo Wang,Ministry of Education,Ministry of Education|Jilin Normal University|Universidad del Noreste|Northeastern University,NZ,last_known_institutions_primary,matched_by_orcid
pid:01/773-1,https://openalex.org/A5100335705,Yali Wang,Weifang Medical University,"Weifang Medical University|North China University of Science and Technology|Central South University|University of Alaska Fairbanks|Tianjin University|Hebei North University|Yunnan University|Dalian Medical University|Chinese Academy of Sciences|Dalian University of Technology|Tianjin Economic-Technological Development Area|Suzhou University of Science and Technology|Zhengzhou University|Central China Normal University|Gansu University of Traditional Chinese Medicine|Dalian University|Shandong Jiaotong University|Beijing Academy of Artificial Intelligence|Second Affiliated Hospital of Dalian Medical University|Zhejiang Hospital|Wuhan Botanical Garden|ShangHai JiAi Genetics & IVF Institute|Shenzhen Institutes of Advanced Technology|Chinese Research Academy of Environmental Sciences|Xiangya Hospital Central South University|China University of Petroleum, East China|University of Chinese Academy of Sciences|Shanghai Artificial Intelligence Laboratory",CN,last_known_institutions_primary,matched_by_orcid
pid:01/7968,https://openalex.org/A5056018651,Petr Knoth,The Open University,The Open University|Open Knowledge (United Kingdom),GB,last_known_institutions_primary,matched_by_orcid
pid:01/8056,https://openalex.org/A5074780876,Jinjian Wu,Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine|Xidian University|Chinese Academy of Sciences|First Affiliated Hospital of Guangzhou University of Chinese Medicine|Institute of Geology and Geophysics|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:01/8326,https://openalex.org/A5135115072,Lianyong Qi,"China University of Petroleum, East China","China University of Petroleum, East China",CN,last_known_institutions_primary,matched_by_orcid
pid:01/8346,https://openalex.org/A5001797888,Michał Mackiewicz,University of East Anglia,University of East Anglia,GB,affiliations_fallback,matched_by_orcid
pid:01/8359,https://openalex.org/A5065362598,Lei Mao,Tianjin University of Science and Technology,Tianjin University of Science and Technology|Yancheng Vocational Institute of Industry Technology,CN,last_known_institutions_primary,matched_by_name
pid:01/836-2,https://openalex.org/A5040225125,Fang Wu,Central South University,Central South University|Shanghai University of Engineering Science|Southwest University|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/845-1,https://openalex.org/A5052317536,Fang Wan,Wuhan University,Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/8502,https://openalex.org/A5135586375,Xuhui Huang,University of Wisconsin–Madison,University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:01/8558-1,https://openalex.org/A5074799043,Ying Shen,Tongji University,Tongji University|University of Illinois Urbana-Champaign|Sun Yat-sen University|Shenzhen University|Sir Run Run Shaw Hospital|Southern University of Science and Technology|Jiaxing University|Institute of Plant Protection|Kunshan Govisionox Optoelectronic (China)|Shanghai Tenth People's Hospital|Chinese Academy of Meteorological Sciences|Zhejiang Entry-Exit Inspection and Quarantine Bureau|Jiangsu Province Hospital|Institute of Atmospheric Physics|Zhejiang University|Nanjing Medical University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/8558-6,,,,,,,not_found
pid:01/8759,https://openalex.org/A5061668167,Katherine L. Bouman,California Institute of Technology,California Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:01/8814,https://openalex.org/A5048965499,Rendong Ying,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:01/9539,https://openalex.org/A5064535836,Alexandros Iosifidis,Tampere University,Tampere University|Aarhus University,FI,last_known_institutions_primary,matched_by_orcid
pid:01/9558,https://openalex.org/A5090467618,Basura Fernando,"Agency for Science, Technology and Research","Agency for Science, Technology and Research|Institute of High Performance Computing",SG,last_known_institutions_primary,matched_by_orcid
pid:02/1003-19,https://openalex.org/A5100403640,Rui Chen,Shihezi University,Shihezi University|Kunming University of Science and Technology|Xinjiang Production and Construction Corps|Ocean Institute|The Fourth People's Hospital|China Automotive Engineering Research Institute|Shenzhen University Health Science Center|Ministry of Agriculture and Rural Affairs|Kuaishou (China)|Hunan Agricultural University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1003-30,https://openalex.org/A5014145397,Rui Chen,Samsung (United States),Samsung (United States),US,affiliations_fallback,matched_by_orcid
pid:02/10377-18,https://openalex.org/A5050468340,Ming Jiang,Indiana University – Purdue University Indianapolis,Indiana University – Purdue University Indianapolis,US,last_known_institutions_primary,matched_by_orcid
pid:02/10377-19,https://openalex.org/A5018896387,Ming Jiang,University of Science and Technology of China,University of Science and Technology of China|University of Minnesota|Metallurgical Corporation of China (China)|Nanjing University of Science and Technology|Henan Academy of Sciences|Institute of Science Tokyo|Fujian Agriculture and Forestry University,CN,last_known_institutions_primary,matched_by_orcid
pid:02/10577,https://openalex.org/A5058717515,Nicki Holighaus,Austrian Academy of Sciences,Austrian Academy of Sciences,AT,affiliations_fallback,matched_by_orcid
pid:02/10719,https://openalex.org/A5064964159,James Fairbanks,University of Florida,University of Florida,US,last_known_institutions_primary,matched_by_orcid
pid:02/1079,https://openalex.org/A5100695406,Jianhua Yao,Trine University,Trine University|Tencent (China)|Southern University of Science and Technology|Tencent Healthcare (China)|Phoenix (United States)|Ministry of Education|Laser Expertise (United Kingdom)|Advanced Laser Technology (United Kingdom)|BGI Research|Zhejiang University of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:02/11432,https://openalex.org/A5013768600,Cong Bai,Zhejiang University of Science and Technology,Zhejiang University of Science and Technology|Zhejiang University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:02/11511,https://openalex.org/A5070636207,Tingying Peng,Helmholtz Zentrum München,Helmholtz Zentrum München|Technical University of Munich,DE,last_known_institutions_primary,matched_by_orcid
pid:02/1221,https://openalex.org/A5038798134,Yong Man Ro,World Vision,World Vision|Korea Advanced Institute of Science and Technology,US,last_known_institutions_primary,matched_by_orcid
pid:02/1252,https://openalex.org/A5026427521,Per Kristian Lehre,University of Birmingham,University of Birmingham,GB,affiliations_fallback,matched_by_orcid
pid:02/1272,https://openalex.org/A5022967107,Ravi Madduri,Argonne National Laboratory,Argonne National Laboratory|Peoples Gas (United States),US,last_known_institutions_primary,matched_by_orcid
pid:02/146,https://openalex.org/A5088621320,Jiafeng Guo,Zibo Vocational Institute,Zibo Vocational Institute|Chinese Academy of Sciences|Institute of Computing Technology|Computer Network Information Center|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1509,https://openalex.org/A5017893281,Shaofei Lu,North China Electric Power University,North China Electric Power University|Hunan University,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1554-1,https://openalex.org/A5100604494,Tong He,University of Science and Technology of China,University of Science and Technology of China|East China Jiaotong University|Qingdao University of Science and Technology|North China Electric Power University|State Grid Corporation of China (China)|Chinese Academy of Sciences|National Medical Products Administration|Sichuan University|West China Medical Center of Sichuan University|West China Second University Hospital of Sichuan University|Beijing Academy of Artificial Intelligence|ShangHai JiAi Genetics & IVF Institute|Nomor Research (Germany)|Air Force Institute of Aviation Medicine Affiliated Hospital|Beijing Polytechnic|Institute of Solid State Physics|Chinese People's Liberation Army|Shanghai Artificial Intelligence Laboratory|Qingdao University of Technology|Xi’an Jiaotong-Liverpool University,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1554-2,https://openalex.org/A5091543199,Tong He,Central University of Finance and Economics,Central University of Finance and Economics|Huaibei Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1555-1,https://openalex.org/A5009970981,Han Zhu,Alibaba Group (China),Alibaba Group (China)|Zhejiang University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1555-4,https://openalex.org/A5101557449,Han Zhu,Institute of Acoustics,Institute of Acoustics|University of Houston,CN,last_known_institutions_primary,matched_by_orcid
pid:02/1640-2,https://openalex.org/A5052437722,Min Yang,Chevron (United States),Chevron (United States),US,last_known_institutions_primary,matched_by_orcid
pid:02/1640-7,https://openalex.org/A5083369457,Min Yang,China Three Gorges University,China Three Gorges University|Wuhan University|Hubei Provincial Center for Disease Control and Prevention|Renmin Hospital of Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
