dblp_pid,orcid
05/4084,
05/4139,0000-0002-2372-1367
05/4187,
05/4187-2,0000-0001-5153-6698
05/4187-3,0000-0002-3094-5844
05/4192,0000-0003-3299-2211
05/4288,
05/4317,
05/4323,
05/4351,
05/4394,0009-0000-3974-7521
05/4398,
05/4463,
05/4483,
05/4548,
05/4552,0000-0002-9492-9624
05/4624,
05/4625-1,0000-0002-4110-2068
05/4660,0000-0003-0442-4372
05/4746,
05/4746-54,0000-0002-8469-8260
05/4802,
05/4865,
05/4881,
05/490,
05/490-1,0000-0003-3054-8934
05/490-11,0000-0003-0944-8058
05/490-37,0000-0002-3508-027X
05/490-7,
05/4913,
05/4919,
05/4947,0000-0002-7213-6359
05/5040,
05/5040-2,0000-0002-6778-7632
05/5046-1,0000-0003-0354-2940
05/5071-2,
05/5072,
05/5089,
05/5091-1,0000-0002-5842-6501
05/5091-3,
05/5091-4,0009-0003-2697-5164
05/5102,
05/5390,
05/5455,
05/5467,
05/5539,
05/5600,
05/5654,
05/5731,
05/5746,
05/59,
05/5914,
05/595,
05/5956,
05/6204,
05/6258,
05/6291,
05/6300-2,0000-0002-4220-5958
05/6340-3,
05/6435,
05/6534,0000-0002-1574-7591
05/6545,0000-0002-6524-9195
05/6552,0000-0002-7725-395X
05/6699,
05/6715-6,0000-0003-1431-4134
05/6735-1,0000-0001-9197-9426
05/6858,
05/6868,
05/6896,0000-0003-1314-2094
05/7011-2,0000-0002-1711-3445
05/7011-3,
05/7139,0000-0002-0113-8912
05/7184,
05/726,
05/7401,
05/7529,
05/754,
05/7626-1,0000-0002-2481-5648
05/7626-4,0000-0002-2248-2966
05/773,
05/7730,0000-0002-2649-1958
05/7814,
05/7884,
05/8090,
05/8125,
05/8125-1,0000-0002-4978-493X
05/8234,
05/8235,
05/8235-1,0000-0001-5436-2910
05/8347,
05/8364,0009-0009-4720-6907
05/8412,
05/8414,0000-0001-8817-0992
05/8421,
05/8467,
05/8510,0000-0002-2101-1484
05/8589,
05/8614,
05/8618,0000-0002-4263-3143
05/8743,
05/8765-6,0009-0005-1552-3976
05/8999,
05/9013,
05/906,
05/9061,0000-0003-1154-3898
05/9073,
05/9097,0000-0001-8605-5077
05/916,
05/9204,0000-0001-8366-4811
05/9225,0000-0003-3257-743X
05/9347-6,
05/9382,0000-0002-2082-3106
05/9441,
05/9498,
05/9543,
05/960,
05/9861-1,0000-0002-9481-9783
05/9861-2,0000-0002-8213-5181
06/0,
06/10023,
06/10358,
06/10400,
06/10629,
06/10775,
06/10816,0000-0003-0304-9507
06/1082,
06/10848,
06/10875,
06/10999,0000-0002-5052-1117
06/11152,
06/11354,
06/11406,
06/11431,
06/1267,
06/1322,
06/1453,
06/1545,
06/1624,
06/1730-2,
06/1750,
06/1767,
06/180,
06/1887,0000-0002-7690-8547
06/1909,
06/1909-13,0000-0003-0977-0426
06/1909-18,0000-0002-1304-3718
06/1998-2,0000-0002-2257-6073
06/1998-5,
06/2061-3,
06/2072-1,0000-0002-6302-3256
06/209,
06/2123-10,0009-0000-8303-8757
06/2123-8,0000-0001-6342-5311
06/2186,0000-0003-0409-2259
06/2187,
06/2243,
06/2271,
06/2271-1,0000-0001-8689-3011
06/2293,
06/2293-102,0000-0002-7994-4199
06/2293-119,0009-0008-5461-0353
06/2293-124,
06/2293-17,0000-0001-9048-2979
06/2293-28,0000-0003-0335-320X
06/2293-32,0000-0002-4792-1945
06/2293-50,0000-0002-9984-1752
06/2293-52,
06/2293-68,
06/2293-86,0000-0003-2601-9597
06/2293-88,
06/2293-89,
06/2293-99,0000-0001-6792-4898
06/2380,0000-0002-2653-9245
06/241,
06/2484-11,0009-0004-0271-6579
06/2484-2,
06/2491,
06/2545,0000-0001-5249-9702
06/255,
06/2605,0000-0002-8169-3560
06/2622,
06/2622-3,0000-0001-9827-1244
06/2696,
06/270-2,0009-0002-5438-6538
06/2700,0000-0002-5451-3253
06/274,
06/2796,
06/2823,
06/3006,0000-0001-5040-161X
06/3034,
06/3067,
06/3071-1,0000-0003-4029-3322
06/3091,
06/3162,0000-0001-5179-3707
06/3351,
06/3388,0000-0001-7531-9890
06/3425,
06/3456-1,0000-0001-6841-7943
06/3460,0000-0002-3638-8831
06/3528,
06/3543,0000-0002-2416-833X
06/3577,
06/3580,
06/3580-1,0000-0001-5391-1105
06/3580-11,0000-0001-7765-8466
06/3613,
06/3625-3,0000-0002-9018-7539
06/3660,0000-0002-9043-6531
06/3685,
06/3775,
06/3956,
06/3971,
06/3971-1,0009-0006-5716-3611
06/4060-1,0000-0001-6206-3216
06/4105,
06/4171,
06/4186-10,0009-0005-2012-8540
06/4211,
06/4211-1,
06/4240,
06/4240-13,0000-0001-5004-8975
06/4240-17,
06/425,
06/4250-2,0000-0003-3707-0267
06/4335,0000-0003-1215-6259
06/445,
06/4489,
06/4489-12,0000-0001-8518-2576
06/4489-23,0009-0004-1573-1487
06/4489-8,
06/449,
06/4578,0000-0002-3278-0035
06/462,
06/4673,
06/4676,
06/468,
06/4732,
06/4775,0000-0003-4328-4288
06/4820,
06/4924,
06/4925,
06/494,
06/4962-2,
06/4963,
06/5074,
06/5112-1,0000-0002-1123-6030
06/5141,
06/5143-4,
06/5185-3,0000-0002-1157-7943
06/5271-1,0000-0002-7125-3748
06/5340,
06/5441,
06/5441-5,0000-0003-0415-8625
06/5519,
06/5520,0000-0003-0493-4575
06/5632-1,
06/5645,
06/5685,0000-0003-0059-5086
06/5687,
06/5756,0000-0001-9346-0126
06/5764,0000-0003-0133-3491
06/5817,
06/5843-1,0000-0002-1195-9028
06/5849,
06/5852,
06/5863-2,0000-0003-3125-2975
06/5919-2,0000-0002-3952-2522
06/592,0000-0002-0611-0636
06/593,0000-0001-5634-7984
06/5945,
06/5946,0000-0001-7569-173X
06/6214,
06/6306,0000-0002-2619-2990
06/637,
06/641,
06/6420-2,
06/6505,
06/6547,
06/6575-1,0000-0003-1300-1769
06/6731,
06/6785,
06/6785-1,0000-0001-5103-8410
06/6785-12,0000-0003-3949-1823
06/6785-16,0000-0003-3612-7348
06/6785-25,0000-0001-9229-7689
06/6785-35,0000-0002-5138-6578
06/6785-88,
06/6785-94,
06/6785-97,0000-0003-4658-565X
06/6808,
06/6821,
06/6843,0000-0002-1615-507X
06/686,
06/6883,
06/6923,0000-0002-9856-006X
06/6951,
06/698,0000-0002-9065-1565
06/7000,
06/7062,
06/7063,
06/7124,
06/720,
06/721,
06/721-1,0000-0002-5559-8594
06/7225,0000-0002-6445-9836
06/724,
06/726,
06/7406-6,0000-0001-8579-4943
06/7479,
06/7548,
06/7720,
06/7730,
06/7730-3,0000-0002-9275-7072
06/7784,
06/7874,0000-0002-2982-3794
06/7944,
06/8253,
06/827,
06/8349-3,0000-0002-8563-148X
06/8355,
06/836,
06/8403,
06/8405,
06/8421,0009-0003-8726-2803
06/8478,
06/8481,0000-0003-1608-8695
06/8501,
06/8545,0000-0002-8839-8898
06/8561,0000-0002-5283-6104
06/8620,
06/864,
06/864-1,0000-0001-6739-134X
06/864-3,0009-0005-9856-0843
06/864-4,0000-0002-1756-6102
06/8646,
06/8730,
06/8799,
06/894,0000-0002-5748-9519
06/9254,0000-0002-7275-2602
06/9348,
06/9390,0000-0003-0272-9500
06/9530,
06/9708,0000-0002-4183-3645
06/9751,
06/9766,
06/983,0000-0003-2535-0587
06/9919,
06/9981,
06/9989,
07/10038,
07/10150,
07/10150-5,0000-0003-1892-7886
07/10183,
07/10187,
07/1021,
07/10301,
07/10315,0000-0001-5470-4554
07/10352,
07/10352-1,0000-0002-1771-8831
07/10368,
07/10428,
07/10489,
07/10563,0000-0001-7985-6087
07/10638-2,0000-0002-7262-6219
07/10698,
07/10820-1,0000-0002-8175-874X
07/10825,0000-0003-1149-4715
07/10957,
07/11051,
07/11106,
07/11150,0000-0002-9877-2716
07/11155,0000-0001-8432-3779
07/11190,
07/11190-1,0000-0002-9767-6220
07/1121,
07/11214,
07/11293,
07/11515,0000-0001-5692-3347
07/1266,
07/1395,
07/1405,
07/1429,
07/1429-5,0009-0000-9801-9292
07/146,0000-0002-2628-7033
07/1491,0000-0002-2626-2039
07/1501,
07/1521,0000-0001-6887-1994
07/1562,0000-0001-9673-4313
07/1624,
07/1644,
07/1754,
07/1796-3,0000-0001-8179-9122
07/1826,
07/1830,
07/1845,
07/1924,
07/1951,
07/1951-14,
07/1951-27,
07/1972,
07/1994,
07/2068,
07/2074,0000-0003-1071-4835
07/2099,
07/2202-12,
07/227,0000-0003-0040-0365
07/2361,
07/2381,0000-0001-8592-7566
07/2435,0000-0001-9318-028X
07/2551,
07/256-1,0000-0003-1608-8257
07/258,0000-0002-4835-4102
07/2616-1,0000-0002-9273-0291
07/2626-2,0000-0002-2122-915X
07/2647,
07/2652,0000-0002-6041-6310
07/2668,0000-0002-1262-7252
07/2706,0000-0002-3534-3447
07/2757,
07/2797,0000-0003-2261-8453
07/2802,
07/2808,
07/2810,
07/2856,
07/2924-2,0000-0003-3047-7777
07/2924-3,
07/2932,
07/2985,
07/2985-3,0000-0001-9409-448X
07/3019,
07/3111,0000-0001-9473-3202
07/3113,
07/3119,0000-0002-6928-0456
07/314,
07/314-1,0000-0001-8523-3505
07/314-113,0009-0004-6007-2003
07/314-2,0000-0002-7240-3541
07/314-49,
07/314-50,0000-0001-8511-8523
07/314-87,0000-0001-8316-1894
07/314-90,0009-0008-9576-4930
07/315,0000-0002-5015-1099
07/3181,0000-0003-1974-0394
07/320-3,0000-0001-8044-6026
07/321,
07/3300,0000-0002-4498-3040
07/3372-2,0000-0002-6545-202X
07/3394,0000-0003-2254-1652
07/3479,0000-0003-0391-5903
07/3483,
07/3592,0000-0001-7685-262X
07/3660,
07/3681,
07/3725,
07/3768,0000-0002-9428-4387
07/3803,0000-0001-6667-8779
07/3863,
07/3866,
07/4088,
07/4113,
07/4142,
07/4182-0001,0000-0002-6198-7481
07/4227,
07/4227-1,0000-0002-5511-2558
07/4227-15,0000-0002-7025-6365
07/4227-21,0000-0001-6212-4891
07/4227-23,0000-0001-5818-4285
07/4238,0000-0002-5858-1931
07/4241-1,
07/4348-1,0000-0003-0200-4294
07/4378,
07/4410-8,0000-0001-9866-4291
07/4433,
07/4509,0000-0002-6038-2173
07/4530,
07/4536,
07/4580,
07/4580-1,0000-0001-7839-4933
07/4580-17,0000-0002-0873-619X
07/4580-19,0000-0001-5366-5389
07/4580-7,0000-0002-8921-312X
07/4580-9,0000-0002-5070-6330
07/4630-1,0000-0003-0530-2123
07/4630-7,0000-0001-7183-3155
07/4759,0000-0002-2627-4953
07/4935,
07/494,
07/4960,
07/5025,
07/5066,
07/5067,
07/52-3,0009-0002-8281-8932
07/521,0000-0003-1619-5052
07/526,0000-0003-3359-1743
07/5342,
07/5353,0000-0002-2520-1525
07/5414,
07/5468,
07/5572,
07/5660,
07/5681-1,0000-0002-8356-7242
07/5701,0000-0001-8949-9896
07/5723,
07/5751,
07/5751-1,
07/5751-5,0000-0002-2077-1246
07/5751-8,0000-0002-6162-0196
07/5766,
07/5790,
07/5819,
07/5865,
07/5872,
07/5905,
07/592,
07/5980-1,0000-0002-0542-0640
07/6023,0000-0001-5416-5159
07/6095,
07/6095-11,0000-0003-2549-0766
07/6095-2,0000-0001-7746-7598
07/6095-4,0000-0003-2579-1366
07/6102,
07/6102-3,0000-0002-7254-4715
07/6140-1,0000-0002-6815-2751
07/6140-4,0009-0006-9631-5200
07/6242,0000-0001-8841-5929
07/6258,
07/6300-3,0000-0002-2669-566X
07/6340,
07/6378,
07/6378-10,0000-0002-1140-1278
07/6378-11,
07/6378-6,0000-0003-0965-9058
07/6433,
07/6449,
07/6478,
07/6526,
07/6526-1,0000-0001-9594-4554
07/6588,
07/6626,
07/6773-17,0000-0001-7970-3187
07/6778,
07/6818,
07/6819,
07/6865,
07/6872,
07/69,
07/6906,
07/6946-1,0000-0003-3564-3391
07/6946-3,0000-0003-0040-4411
07/706,
07/706-3,0000-0001-8038-7636
07/712,
07/7129,
07/7178,0000-0002-1505-6766
07/7218,0000-0002-8000-0419
07/7226,0000-0001-8629-9506
07/7256,
07/7505,
07/7558,
07/7566,
07/7627-1,0000-0002-3512-7277
07/7824,
07/7910,
07/7969,
07/8038,
07/8094,
07/8184,0000-0003-0099-6306
07/8261,
07/8319,0000-0002-2838-3264
07/8330,
07/8330-6,0000-0002-4859-275X
07/8338,
07/8359,
07/8359-6,0009-0000-4448-9897
07/8388,0000-0003-4268-372X
07/8396,
07/8418,
07/8491,
07/852-2,
07/8617,
07/8638,0000-0002-0314-3790
07/8697,
07/8764,0000-0002-7627-8485
07/8765,
07/8842,0000-0003-0972-9933
07/8899,
07/8903,
07/9078,0000-0003-4554-0791
07/9103,
07/918,
07/9180,
07/9358,
07/9377,
07/9527,
07/9672,
07/9673,
07/9769,
07/9808-2,
07/9817,
07/9866,0000-0003-0519-8477
07/9988,0000-0002-0501-9363
08/10019,
08/10026,
08/10026-3,0000-0003-0754-2817
08/10083,
08/10119-4,0000-0002-6412-5449
08/1021,
08/10219,
08/1043,
08/10594,
08/10613,
08/10699,
08/10768,0000-0002-8367-6908
08/10954,
08/11141,
08/1121,
08/11447,0000-0002-8455-3213
08/1147,
08/11505,0000-0003-4012-4668
08/1254,0000-0002-1993-4482
08/1262,0000-0003-2902-6362
08/1340,0000-0001-5777-7185
08/1446,
08/1510,
08/1554,0000-0002-1237-1664
08/1610,0000-0003-3146-4484
08/1623,
08/1653,
08/1670,0000-0002-5242-1240
08/17,
08/17-4,
08/1740,
08/1875,0000-0001-7791-3199
08/1880,0000-0003-2946-4178
08/1993,
08/209,
08/2122,0000-0001-8626-3765
08/2190-1,0000-0002-9959-1634
08/2226,
08/2244,
08/2296,
08/2316,
08/2359,
08/237-2,0000-0002-1076-1626
08/2373,
08/2429,
08/2437,
08/2449,
08/2564,
08/2573,
08/2681,
08/2694,
08/2700,
08/2753-2,0000-0002-8748-8971
08/2753-4,0000-0002-5813-527X
08/2793,
08/2801,
08/2810,
08/2939,
08/3039,
08/3042,
08/3080,
08/3086,
08/312,0000-0003-3459-1016
08/3182,0000-0002-6619-6013
08/3308,0000-0001-7293-1419
08/3422,
08/3449,0000-0002-5087-6903
08/3534,
08/3537,0000-0001-5013-3715
08/3547-2,0000-0002-3015-7485
08/3547-3,0000-0001-9538-5879
08/359,
08/3652,
08/3712,
08/3712-1,
08/3712-5,0000-0003-3317-1765
08/3722,
08/3737,
08/3737-2,0000-0001-7903-581X
08/3778-3,
08/3786,
08/386,
08/3904,
08/3966,
08/3989,
08/4148-1,0000-0001-8911-5506
08/4162,
08/4166,
08/4167,
08/4340,
08/4347,
08/4367,0000-0003-3675-0199
08/4400,0000-0003-3114-3947
08/4633,0000-0001-8908-1502
08/4640,0000-0001-7933-5935
08/4771,
08/4824,
08/4860,
08/4920,
08/5043,
08/514,0000-0003-4214-4224
08/5234,0000-0003-2144-1131
08/5277,0000-0002-1023-2118
08/5301,0000-0002-6085-9453
08/5313,
08/5342,0000-0003-0509-9129
08/5391,
08/5391-1,
08/5402,
08/5499,0000-0002-7850-444X
08/5631,
08/5698,
08/57,
08/5760,
08/5760-21,0000-0001-5442-1116
08/5760-28,0009-0005-8052-0157
08/6001,
08/6001-1,0000-0001-8818-4075
08/6001-3,
08/6039,0000-0001-6540-7109
08/6089,
08/61-1,0000-0001-7363-4299
08/6318,
08/6391-1,0000-0002-9240-0700
08/645,
08/6458,0000-0001-5007-2529
08/647,
08/6548-5,0000-0003-3201-6675
08/6560,
08/6590,
08/6607,0000-0003-1040-3260
08/6724,
08/6794-16,0009-0005-7477-5938
08/6809-1,0009-0009-3257-3077
08/6948,0000-0001-6260-5708
08/6959,
08/7,0000-0002-5819-3082
08/7013,
08/7068,
08/7294,
08/7426-2,0000-0002-8923-537X
08/7427,
08/7569,0000-0002-7163-7709
08/7626,
08/7633,
08/7729,
08/7762,
08/778-1,0009-0009-8369-9294
08/7821,
08/7863,
08/7867,0000-0002-3598-9918
08/7875,0000-0001-5210-4977
08/7911,
08/7942,
08/7975,
08/7975-2,0000-0002-8157-6364
08/8174-1,
08/8178,
08/8180,
08/8310,
08/8344,0000-0002-8807-5132
08/8357,
08/8383,
08/8399,
08/840,
08/8412,
08/8604-1,0000-0001-6074-1693
08/8618,
08/8618-1,0009-0005-7805-3780
08/8669,
08/8669-1,0000-0002-1538-3644
08/8676-1,0000-0001-6704-8373
08/8693,
08/890,
08/890-1,0000-0003-2926-4416
08/8930,
08/8933,
08/9077,0000-0001-7293-6092
08/9187,
08/9282,0000-0001-6938-0361
08/9467,
08/9559,
08/958,
08/9587,
08/9704,0000-0001-8117-2696
08/978,0000-0001-7283-4715
08/9827,
08/984,
08/9875,
08/9895,
08/9919-1,0000-0003-2700-5699
08/9919-4,
08/9924,
08/9962,
08/997,0000-0003-1265-7942
08/9988,
08/9990,0000-0001-8298-4063
09/0-9,0000-0002-0881-5891
09/1000,0000-0001-6243-9543
09/10105,
09/10130-1,
09/10130-2,0000-0003-0403-0103
09/10206,0000-0001-8946-620X
09/10301,
09/10333,0000-0001-8162-5317
09/10449,
09/10672,
09/10697,
09/10698,
09/10871,
09/10966,0000-0002-0502-981X
09/10967,
09/11018,0000-0001-9024-7266
09/11083,
09/1128,
09/11355,
09/11461,
09/1168,
09/1171,
09/1171-6,
09/1192,0000-0002-7043-7334
09/1276,
09/1280,
09/1280-16,0009-0007-7334-3820
09/1286,0000-0002-1625-0034
09/1315-2,0000-0003-4091-7860
09/1365,
09/1365-22,0000-0003-1201-9131
09/1365-3,0000-0002-0144-9489
09/1365-33,0000-0003-4257-4347
09/1365-34,0000-0002-1670-1368
09/1365-5,0000-0003-2067-2763
09/1365-56,
09/1365-64,0000-0002-7333-5114
09/1365-81,
09/1365-82,0000-0002-6352-6523
09/1398,
09/1422,
09/152,
09/1539,0000-0003-3355-351X
09/1592,
09/1661,
09/1709,
09/1803,0000-0002-1375-5838
09/1814,
09/1814-5,0000-0002-8336-3805
09/2055,
09/2187,
09/2252,0000-0003-2226-2506
09/2321,
09/2321-19,0000-0002-4888-4314
09/2347,0000-0001-6722-1754
09/2378,
09/2379,
09/247-6,
09/2498,0000-0003-1144-3707
09/2500,
09/2517,
09/2730-2,0000-0002-1708-5018
09/2790,
09/2807,0000-0002-4650-1519
09/2824-7,0000-0003-4360-0754
09/2922-2,0000-0003-2295-2996
09/294,
09/2949-1,0000-0003-3686-4057
09/2973,0000-0003-3861-1424
09/3012,0000-0003-2887-2452
09/3058,0000-0002-5169-9486
09/3084,
09/3101,
09/3116,0000-0001-8359-0058
09/3139,0000-0002-4683-7215
09/3140,
09/3214,
09/3214-15,
09/3214-26,0000-0003-4271-1567
09/3214-28,0000-0002-7504-9859
09/3214-3,0000-0002-5248-935X
09/3214-55,
09/3214-57,0000-0002-4309-1649
09/3214-72,0009-0003-1026-4499
09/3263,
09/3263-8,0000-0002-9795-7807
09/3263-9,0009-0000-2943-2411
09/332,
09/3402,
09/3493,
09/3493-1,0000-0003-2775-9730
09/3507,
09/3516,
09/3545,
09/3592,
09/3613,0000-0002-4846-2015
09/3625,0000-0003-0261-0171
09/3666,
09/3666-31,0000-0002-1054-5501
09/3666-51,0000-0002-3193-7256
09/3666-62,0000-0001-6139-6481
09/3666-69,0000-0002-4279-3892
09/3666-72,0000-0002-9727-0714
09/3666-82,0000-0002-4912-3293
09/3668,0000-0003-0904-2875
09/3682,
09/3895,0000-0001-7051-0960
09/3925,
09/3925-15,0000-0001-8364-6525
09/3925-9,0000-0002-2839-6196
09/3996,
09/404,
09/404-1,0000-0001-5610-5547
09/4099,0000-0002-2400-3762
09/4215,
09/4246,
09/4246-4,0000-0002-9275-1965
09/4252,0000-0002-0372-9329
09/43,
09/439,
09/4441,
09/4463,
09/4496,
09/4532,
09/456,0000-0003-1132-8477
09/4612,
09/4652,0000-0002-9570-3870
09/4700,0000-0001-7789-4709
09/471,
09/471-1,0000-0002-9144-0559
09/4756,
09/4756-11,0000-0003-3671-6521
09/4802,
09/4826,0000-0002-5439-4493
09/4857,0000-0002-6448-0598
09/4891-1,0000-0002-7416-592X
09/4940,0000-0003-1728-1104
09/4945,
09/4945-1,0000-0002-1796-2682
09/4986,
09/4991,
09/5013,0000-0002-5719-5019
09/5042,
09/5042-29,0000-0001-8162-1949
09/5042-31,0000-0002-5352-7629
09/5042-46,0000-0001-6724-0584
09/5099,
09/5135,
09/5158,
09/5158-0014,0000-0001-5075-1329
09/5158-12,
09/5158-15,0000-0002-3246-6636
09/5158-2,
09/5158-4,0000-0002-7253-2511
09/5360,0000-0002-0078-4891
09/5363,0000-0001-8261-9058
09/5394-1,0000-0002-3784-7788
09/5394-4,0000-0002-9331-4716
09/5452,
09/5552,
09/5576,0000-0002-2695-8343
09/5617,
09/5628,
09/5652,
09/5657,0000-0001-6409-9888
09/5661,
09/5661-2,
09/5661-4,
09/5682,
09/5754,
09/5763,
09/5775,0000-0002-4657-307X
09/5786,
09/5915,
09/5916,0000-0002-4450-2251
09/5959,0000-0001-5960-4253
09/5994,
09/5995,
09/6041,
09/6041-3,0000-0002-4442-4679
09/6127,0000-0002-0259-8371
09/6191,
09/6343,
09/6350,0000-0002-6121-5529
09/6351,
09/639,
09/6444,0000-0001-9091-7266
09/6459,
09/6556,
09/6597,
09/6661-4,
09/6669,
09/6669-1,0000-0003-0111-0108
09/6675,
09/6686,
09/6710,
09/6861,
09/6861-2,
09/6889,
09/6903,
09/6954,
09/7017,
09/7249-1,0009-0009-1189-4226
09/7436-1,
09/7458,
09/7481,
09/7487-1,0000-0002-2019-5955
09/7561,
09/766-5,0000-0003-3685-3606
09/7698,
09/7743,
09/7763,
09/7826,
09/7826-1,0000-0003-0712-0059
09/7826-2,0000-0002-7067-0275
09/7830,
09/7859,
09/8012,
09/8123,
09/8141,
09/8165,
09/8180,
09/8222,
09/8269,
09/8280,
09/8485,
09/8506,
09/851,
09/851-1,0000-0002-2238-5429
09/8536,0000-0002-9536-010X
09/8600-1,0000-0003-1012-5301
09/864,
09/8674-2,0000-0003-1661-6590
09/8740,
09/9048,
09/9185,0000-0002-0575-2450
09/9233,
09/9441,
09/9613,
09/9613-1,0000-0001-9839-0120
09/9720,
09/9772,
09/9795,
09/9826,0000-0002-5259-2015
09/9833,
09/9879,
09/9939,
10/10043,
10/10071,0000-0003-2956-6326
10/10150-4,0000-0003-3756-7396
10/10222-1,0000-0002-2780-9446
10/10305-2,
10/10313,0009-0009-9458-5583
10/10387,
10/10388,
10/10408,
10/10453,
10/1058,
10/1064-4,0000-0003-0753-0699
10/10673,
10/10875,
10/10956,
10/11024,
10/11026,
10/1103-3,0000-0002-7091-5180
10/11068,
10/11208,
10/11373,
10/11429,
10/1143,
10/1143-18,0009-0006-4523-7652
10/1143-23,0000-0002-4466-7523
10/1143-6,0000-0001-8536-1646
10/11472,
10/1182-2,
10/1266,0000-0001-8229-7159
10/1284,
10/1322,
10/137-1,0000-0003-4879-9803
10/140,0000-0002-3732-5787
10/1491,
10/1491-3,0000-0001-9700-6262
10/1545,
10/1625,0000-0003-4699-5026
10/1634-2,
10/1643,
10/166,0000-0002-7682-6795
10/1683,
10/1749-11,0009-0006-1880-1297
10/1749-5,0000-0002-1484-0698
10/1749-7,0009-0009-8114-6207
10/1749-8,0000-0003-3257-9929
10/1887,
10/1887-4,0000-0002-5086-4152
10/1887-7,0000-0002-7742-275X
10/1984,
10/2031,
10/2031-5,
10/2064-1,0000-0001-7901-3047
10/217,
10/217-13,0000-0002-6040-6833
10/217-15,0000-0002-9094-0869
10/2179,
10/2272,0000-0001-6586-4588
10/2309,
10/2381,
10/2381-1,0000-0003-4422-9889
10/2381-2,0000-0003-2741-058X
10/239,
10/239-1,0000-0002-2111-7617
10/239-11,0000-0001-7393-710X
10/239-13,
10/239-2,0000-0002-2292-4592
10/239-7,
10/2422,
10/2429,
10/2449-2,0000-0003-4349-1578
10/2453,
10/2457,
10/2477-3,0000-0003-2544-0531
10/2513-6,0000-0002-4088-1266
10/2617,
10/2639,
10/2639-1,0000-0003-1558-6836
10/2639-27,0000-0002-9585-3991
10/2639-30,0000-0002-8641-3097
10/2659,0000-0003-3054-6365
10/2670,0000-0001-9824-3323
10/2674,
10/2674-13,0000-0003-1515-1357
10/2674-14,0009-0006-1843-3180
10/2678,
10/2678-18,0000-0002-8891-5488
10/2717,
10/2868,
10/293,
10/3023,0000-0002-8642-7245
10/3042,
10/3047-1,0000-0003-2683-4428
10/3072,
10/3090,
10/3248,
10/3254,
10/328,
10/3366,
10/3411,
10/3416,
10/3451,
10/3457,0000-0003-1163-8467
10/3489,
10/3489-3,0000-0001-9016-5594
10/3520,
10/3520-10,0000-0002-1885-8051
10/3520-11,
10/3520-4,0000-0003-1596-4366
10/3576,
10/3688,
10/370,
10/3718,
10/3722,
10/3784,
10/3806,
10/3902,
10/3908,
10/3925,
10/4008,
10/4016,
10/4151,
10/4203,
10/4434,0000-0003-0206-6639
10/4537,0000-0003-0132-5694
10/4617,0000-0003-1584-7290
10/4661,
10/4661-114,0000-0003-3900-1222
10/4661-12,0000-0002-7622-6714
10/4661-13,0000-0002-7511-2870
10/4661-16,0000-0002-2358-8543
10/4661-185,0000-0002-1533-6979
10/4661-189,0009-0001-7984-7241
10/4661-196,
10/4661-21,0000-0001-5556-3896
10/4661-218,0009-0007-8335-8663
10/4661-22,
10/4661-243,0000-0002-4424-079X
10/4661-56,0000-0001-6763-8146
10/4661-57,0000-0002-2944-6706
10/4661-58,
10/4661-81,0000-0002-7479-8313
10/4661-82,0000-0002-2644-2582
10/4661-90,0000-0001-6508-8144
10/4661-92,0000-0003-0003-0341
10/4777,
10/4783,
10/4815,0000-0001-8086-7664
10/4950,0000-0003-1653-4341
10/4983,
10/5040,
10/5197,
10/5209,
10/5209-1,0000-0002-0672-7468
10/5415,
10/5415-3,0000-0002-9709-6509
10/5415-6,0000-0002-4763-6060
10/5446-2,
10/5522,0000-0002-7287-030X
10/5630,
10/5630-1,0000-0001-8639-3818
10/5630-108,0000-0001-9632-9094
10/5630-118,0000-0002-7977-6586
10/5630-120,0009-0007-6483-9357
10/5630-16,0000-0001-6354-7810
10/5630-179,
10/5630-19,0000-0002-0351-2939
10/5630-22,0000-0002-0641-3186
10/5630-220,0000-0003-2709-9330
10/5630-30,0000-0001-9651-0651
10/5630-35,0000-0001-9448-7689
10/5630-45,0000-0002-7528-2407
10/5630-61,0000-0003-2605-5504
10/5630-66,
10/5680-14,0009-0004-1877-3375
10/5680-7,0000-0002-3563-7592
10/5750,0000-0003-0162-3683
10/5760,
10/5860,
10/5927,
10/5981,
10/6112,
10/6173,
10/6178,
10/6178-17,0009-0008-1248-1012
10/6242,
10/6530,0000-0001-7947-2243
10/6553,
10/6661,0000-0002-7370-4805
10/6682,
10/6888,0000-0002-6612-9048
10/6895,
10/6918,
10/6956,
10/6978,0000-0001-7920-4652
10/7000,
10/7030,
10/7030-4,0000-0002-1530-1020
10/7030-6,0009-0006-7139-6518
10/7062,
10/7210,
10/7259,0000-0001-7545-7361
10/7437,
10/7438,0000-0002-5647-0891
10/7505,
10/7536,0000-0003-3002-089X
10/7564,
10/761-1,0000-0002-5924-1429
10/7611,
10/7648,
10/7697,
10/7773,
10/7789,
10/7801,0000-0001-7238-0143
10/7821-1,0000-0002-9033-8245
10/798,
10/7998,
10/8015-1,0000-0002-5503-4457
10/8061,
10/8074-1,
10/8076-3,0009-0008-4945-8908
10/8187,
10/8280,
10/8359-1,0000-0002-4695-6134
10/8371,
10/8399,
10/8431,
10/848,
10/8496,
10/8501,
10/8544,
10/8544-4,0000-0003-2183-607X
10/8716,0000-0002-4784-2382
10/8738,0000-0002-1344-4415
10/887,0000-0001-6769-2935
10/8970,0000-0001-5122-9153
10/9485,
